date_of_interest,case_count,probable_case_count,hospitalized_count,death_count,case_count_7day_avg,all_case_count_7day_avg,hosp_count_7day_avg,death_count_7day_avg
2024-12-24,140,87,18,0,154,264,17,1
2024-12-25,99,50,17,0,140,240,17,1
2024-12-26,219,134,31,1,147,247,18,1
2024-12-27,243,148,38,1,158,261,21,1
2024-12-28,159,108,33,1,165,272,24,1
2024-12-29,185,122,33,1,177,288,27,1
2024-12-30,306,183,33,1,193,312,29,1
2024-12-31,210,120,25,3,203,327,30,1
2025-01-01,148,103,20,4,210,341,30,2
2025-01-02,291,182,24,3,220,358,29,2
2025-01-03,239,175,30,2,220,362,28,2
2025-01-04,173,121,33,1,222,365,28,2
2025-01-05,200,124,27,2,224,368,27,2
2025-01-06,285,163,26,1,221,362,26,2
2025-01-07,274,165,31,0,230,378,27,2
2025-01-08,245,138,32,2,244,396,29,2
2025-01-09,240,170,18,3,237,387,28,2
2025-01-10,209,102,23,4,232,373,27,2
2025-01-11,191,112,26,2,235,374,26,2
2025-01-12,154,114,19,0,228,366,25,2
2025-01-13,369,184,44,2,240,381,28,2
2025-01-14,330,169,24,3,248,390,27,2
2025-01-15,283,137,24,2,254,395,25,2
2025-01-16,267,151,39,5,258,396,28,3
2025-01-17,265,149,33,4,266,411,30,3
2025-01-18,189,119,26,2,265,411,30,3
2025-01-19,204,124,26,2,272,420,31,3
2025-01-20,237,143,21,2,254,395,28,3
2025-01-21,325,155,39,0,253,393,30,2
2025-01-22,312,165,39,4,257,401,32,3
2025-01-23,317,185,41,2,264,413,32,2
2025-01-24,287,137,22,1,267,414,31,2
2025-01-25,198,116,24,1,269,415,30,2
2025-01-26,189,150,27,2,266,417,30,2
2025-01-27,378,229,42,4,287,449,33,2
2025-01-28,321,205,31,3,286,456,32,2
2025-01-29,341,186,41,0,290,463,33,2
2025-01-30,336,190,26,2,293,466,30,2
2025-01-31,314,156,30,0,297,473,32,2
2025-02-01,206,111,30,3,298,473,32,2
2025-02-02,185,133,25,2,297,470,32,2
2025-02-03,410,273,40,3,302,481,32,2
2025-02-04,386,218,33,1,311,492,32,2
2025-02-05,392,214,25,7,318,503,30,3
2025-02-06,302,193,36,1,314,499,31,2
2025-02-07,309,155,33,3,313,498,32,3
2025-02-08,229,145,34,1,316,506,32,3
2025-02-09,181,114,19,2,316,503,31,3
2025-02-10,421,236,42,0,317,499,32,2
2025-02-11,370,242,38,2,315,500,32,2
2025-02-12,351,211,33,3,309,494,34,2
2025-02-13,328,184,34,2,313,497,33,2
2025-02-14,265,125,25,3,306,486,32,2
2025-02-15,164,162,25,4,297,479,31,2
2025-02-16,185,116,30,2,298,480,32,2
2025-02-17,244,166,32,1,272,445,31,2
2025-02-18,321,183,34,1,265,429,30,2
2025-02-19,321,173,33,3,261,420,30,2
2025-02-20,346,172,48,4,264,420,32,3
2025-02-21,270,115,32,4,264,420,33,3
2025-02-22,200,135,32,2,270,421,34,2
2025-02-23,204,136,32,1,272,427,35,2
2025-02-24,369,227,40,3,290,453,36,3
2025-02-25,347,177,46,2,294,456,38,3
2025-02-26,313,163,35,1,293,453,38,2
2025-02-27,323,155,21,5,289,448,34,3
2025-02-28,326,133,36,4,297,458,35,3
2025-03-01,205,143,29,3,298,460,34,3
2025-03-02,170,122,17,3,293,453,32,3
2025-03-03,356,193,36,2,291,447,31,3
2025-03-04,381,217,37,1,296,457,30,3
2025-03-05,341,216,39,3,300,469,31,3
2025-03-06,340,207,35,3,303,479,33,3
2025-03-07,322,185,39,3,302,485,33,3
2025-03-08,193,134,26,0,300,482,33,2
2025-03-09,208,136,32,0,306,490,35,2
2025-03-10,462,306,41,1,321,521,36,2
2025-03-11,434,246,32,2,329,533,35,2
2025-03-12,417,243,44,2,339,548,36,2
2025-03-13,396,218,41,0,347,557,36,1
2025-03-14,340,214,34,3,350,564,36,1
2025-03-15,240,149,37,4,357,573,37,2
2025-03-16,266,182,29,2,365,588,37,2
2025-03-17,509,321,54,3,372,596,39,2
2025-03-18,408,315,49,2,368,603,41,2
2025-03-19,441,255,45,4,371,608,41,3
2025-03-20,416,235,32,2,374,613,40,3
2025-03-21,314,188,37,0,371,606,40,2
2025-03-22,227,127,30,1,369,601,39,2
2025-03-23,225,158,36,2,363,591,40,2
2025-03-24,430,290,43,2,352,576,39,2
2025-03-25,436,276,46,3,356,574,38,2
2025-03-26,464,267,51,2,359,579,39,2
2025-03-27,361,267,48,1,351,576,42,2
2025-03-28,330,232,39,2,353,584,42,2
2025-03-29,221,139,43,1,352,585,44,2
2025-03-30,231,165,23,2,353,587,42,2
2025-03-31,417,242,48,3,351,578,43,2
2025-04-01,416,239,58,2,349,570,44,2
2025-04-02,378,240,57,2,336,554,45,2
2025-04-03,387,217,32,3,340,551,43,2
2025-04-04,298,161,37,2,335,536,43,2
2025-04-05,189,130,33,3,331,530,41,2
2025-04-06,223,164,39,3,330,529,43,3
2025-04-07,371,238,44,0,323,522,43,2
2025-04-08,373,225,31,4,317,513,39,2
2025-04-09,329,248,31,3,310,508,35,3
2025-04-10,290,182,30,0,296,489,35,2
2025-04-11,251,137,28,1,289,479,34,2
2025-04-12,179,100,36,1,288,473,34,2
2025-04-13,158,155,22,3,279,462,32,2
2025-04-14,311,175,43,3,270,445,32,2
2025-04-15,297,173,44,1,259,426,33,2
2025-04-16,280,124,29,1,252,402,33,1
2025-04-17,278,184,36,4,251,400,34,2
2025-04-18,223,124,33,1,247,394,35,2
2025-04-19,181,107,35,4,247,396,35,2
2025-04-20,127,115,22,0,242,386,35,2
2025-04-21,312,203,27,3,243,390,32,2
2025-04-22,254,173,31,0,236,384,30,2
2025-04-23,250,141,26,3,232,382,30,2
2025-04-24,238,139,28,1,226,370,29,2
2025-04-25,192,105,31,2,222,362,29,2
2025-04-26,125,90,21,2,214,352,27,2
2025-04-27,116,108,27,0,212,349,27,2
2025-04-28,200,169,37,2,196,329,29,1
2025-04-29,192,127,29,4,188,313,28,2
2025-04-30,192,132,31,0,179,304,29,2
2025-05-01,143,128,24,5,166,288,29,2
2025-05-02,173,104,25,2,163,286,28,2
2025-05-03,102,72,14,1,160,280,27,2
2025-05-04,110,79,19,5,159,275,26,3
2025-05-05,187,144,25,1,157,269,24,3
2025-05-06,163,113,28,1,153,263,24,2
2025-05-07,152,114,15,0,147,255,21,2
2025-05-08,142,100,16,1,147,251,20,2
2025-05-09,135,83,17,1,142,242,19,1
2025-05-10,103,63,12,2,142,241,19,2
2025-05-11,95,80,17,1,140,239,19,1
2025-05-12,172,144,24,2,137,237,18,1
2025-05-13,162,112,15,3,137,237,17,1
2025-05-14,142,111,23,0,136,235,18,1
2025-05-15,168,103,19,1,140,239,18,1
2025-05-16,124,90,14,1,138,238,18,1
2025-05-17,89,64,16,1,136,237,18,1
2025-05-18,94,63,11,0,136,234,17,1
2025-05-19,161,133,11,0,134,231,16,1
2025-05-20,170,111,16,1,135,232,16,1
2025-05-21,146,104,19,1,136,231,15,1
2025-05-22,139,78,9,0,132,224,14,1
2025-05-23,137,74,12,1,134,223,13,1
2025-05-24,91,61,18,1,134,223,14,1
2025-05-25,102,74,9,1,135,226,13,1
2025-05-26,96,60,18,1,126,206,14,1
2025-05-27,184,145,14,2,128,213,14,1
2025-05-28,205,113,14,1,136,223,13,1
2025-05-29,203,130,21,2,145,239,15,1
2025-05-30,147,92,12,0,147,243,15,1
2025-05-31,109,84,17,0,149,249,15,1
2025-06-01,98,78,13,0,149,249,16,1
2025-06-02,190,140,20,0,162,274,16,1
2025-06-03,160,122,22,2,159,267,17,1
2025-06-04,179,119,14,1,155,264,17,1
2025-06-05,165,123,27,1,150,258,18,1
2025-06-06,138,96,17,1,148,257,19,1
2025-06-07,101,73,13,0,147,255,18,1
2025-06-08,99,77,12,0,147,255,18,1
2025-06-09,171,139,18,3,145,252,18,1
2025-06-10,149,110,15,1,143,248,17,1
2025-06-11,138,119,19,0,137,243,17,1
2025-06-12,139,119,15,1,134,238,16,1
2025-06-13,126,75,14,1,132,234,15,1
2025-06-14,94,76,8,1,131,233,14,1
2025-06-15,96,76,10,0,130,232,14,1
2025-06-16,173,107,12,1,131,228,13,1
2025-06-17,148,122,21,3,131,230,14,1
2025-06-18,158,94,18,2,133,229,14,1
2025-06-19,119,80,11,1,131,221,13,1
2025-06-20,140,93,18,0,133,225,14,1
2025-06-21,101,69,14,0,134,225,15,1
2025-06-22,92,61,12,0,133,222,15,1
2025-06-23,142,110,18,1,129,218,16,1
2025-06-24,137,92,16,0,127,213,15,1
2025-06-25,119,96,16,2,121,207,15,1
2025-06-26,99,83,9,1,119,205,15,1
2025-06-27,130,95,12,1,117,204,14,1
2025-06-28,84,69,10,0,115,201,13,1
2025-06-29,81,57,13,1,113,199,13,1
2025-06-30,138,93,11,0,113,196,12,1
2025-07-01,155,97,12,2,115,199,12,1
2025-07-02,128,83,13,2,116,199,11,1
2025-07-03,116,82,10,1,119,201,12,1
2025-07-04,83,39,9,1,112,186,11,1
2025-07-05,70,72,11,1,110,185,11,1
2025-07-06,84,65,11,0,111,186,11,1
2025-07-07,187,117,21,1,118,197,12,1
2025-07-08,153,91,15,1,117,196,13,1
2025-07-09,131,98,6,0,118,198,12,1
2025-07-10,138,108,17,0,121,205,13,1
2025-07-11,127,81,14,0,127,217,14,0
2025-07-12,101,58,16,1,132,220,14,0
2025-07-13,84,77,11,0,132,222,14,0
2025-07-14,169,97,17,2,129,216,14,1
2025-07-15,161,94,15,1,130,218,14,1
2025-07-16,123,78,13,1,129,214,15,1
2025-07-17,146,98,11,0,130,213,14,1
2025-07-18,126,103,13,2,130,216,14,1
2025-07-19,103,93,15,1,130,222,14,1
2025-07-20,102,94,18,0,133,227,15,1
2025-07-21,203,140,17,0,138,238,15,1
2025-07-22,171,137,15,1,139,245,15,1
2025-07-23,178,115,15,1,147,258,15,1
2025-07-24,158,106,19,0,149,261,16,1
2025-07-25,151,106,9,0,152,265,15,0
2025-07-26,110,73,14,0,153,263,15,0
2025-07-27,121,98,16,0,156,267,15,0
2025-07-28,200,143,15,1,156,267,15,0
2025-07-29,197,137,26,1,159,270,16,0
2025-07-30,184,135,16,0,160,274,16,0
2025-07-31,189,135,14,2,165,283,16,1
2025-08-01,171,109,19,2,167,286,17,1
2025-08-02,110,102,19,0,167,290,18,1
2025-08-03,95,111,12,0,164,288,17,1
2025-08-04,219,169,28,1,166,295,19,1
2025-08-05,218,181,14,0,169,304,17,1
2025-08-06,231,166,17,3,176,315,18,1
2025-08-07,213,175,18,1,180,324,18,1
2025-08-08,197,141,14,1,183,333,17,1
2025-08-09,143,106,16,0,188,338,17,1
2025-08-10,132,104,18,1,193,342,18,1
2025-08-11,244,189,28,0,197,349,18,1
2025-08-12,409,213,23,2,224,380,19,1
2025-08-13,200,176,17,1,220,377,19,1
2025-08-14,222,163,23,1,221,377,20,1
2025-08-15,203,128,19,0,222,376,21,1
2025-08-16,144,115,13,4,222,377,20,1
2025-08-17,120,116,14,1,220,377,20,1
2025-08-18,236,173,24,1,219,374,19,1
2025-08-19,221,169,20,0,192,341,19,1
2025-08-20,210,155,22,1,194,339,19,1
2025-08-21,194,146,20,0,190,333,19,1
2025-08-22,195,153,27,1,189,335,20,1
2025-08-23,143,116,18,3,188,335,21,1
2025-08-24,134,108,18,0,190,336,21,1
2025-08-25,261,184,31,0,194,341,22,1
2025-08-26,224,191,19,1,194,345,22,1
2025-08-27,226,191,24,2,197,352,22,1
2025-08-28,209,172,26,0,199,358,23,1
2025-08-29,206,161,18,1,200,361,22,1
2025-08-30,157,112,14,1,202,362,21,1
2025-08-31,159,105,16,1,206,365,21,1
2025-09-01,152,114,18,0,190,340,19,1
2025-09-02,263,222,18,0,196,350,19,1
2025-09-03,269,190,30,0,202,356,20,0
2025-09-04,263,202,17,4,210,368,19,1
2025-09-05,260,191,18,1,218,380,19,1
2025-09-06,168,128,24,0,219,384,20,1
2025-09-07,136,126,22,0,216,383,21,1
2025-09-08,281,229,10,1,234,418,20,1
2025-09-09,273,192,34,3,236,415,22,1
2025-09-10,241,198,24,0,232,413,21,1
2025-09-11,261,214,23,2,231,414,22,1
2025-09-12,248,166,28,1,230,409,24,1
2025-09-13,171,147,15,2,230,412,22,1
2025-09-14,151,157,15,0,232,418,21,1
2025-09-15,349,229,21,0,242,428,23,1
2025-09-16,303,219,20,0,246,436,21,1
2025-09-17,283,174,31,0,252,439,22,1
2025-09-18,245,190,24,0,250,433,22,0
2025-09-19,221,143,23,0,246,426,21,0
2025-09-20,140,121,15,0,242,418,21,0
2025-09-21,146,110,17,0,241,410,22,0
2025-09-22,264,173,21,0,229,390,22,0
2025-09-23,223,156,26,2,217,370,22,0
2025-09-24,211,183,23,2,207,361,21,1
2025-09-25,212,150,16,1,202,350,20,1
2025-09-26,195,123,24,0,199,344,20,1
2025-09-27,96,81,13,2,192,332,20,1
2025-09-28,126,70,18,0,190,323,20,1
2025-09-29,226,125,18,0,184,311,20,1
2025-09-30,189,107,18,1,179,299,19,1
2025-10-01,152,117,14,3,171,281,17,1
2025-10-02,139,96,15,1,160,263,17,1
2025-10-03,146,99,22,0,153,253,17,1
2025-10-04,96,68,11,4,153,251,17,1
2025-10-05,102,58,23,0,150,246,17,1
2025-10-06,153,104,16,1,140,232,17,1
2025-10-07,126,88,18,0,131,221,17,1
2025-10-08,119,88,15,0,126,212,17,1
2025-10-09,108,70,4,2,121,204,16,1
2025-10-10,87,54,2,0,113,189,13,1
2025-10-11,69,45,1,0,109,182,11,0
2025-10-12,71,37,1,0,105,174,8,0
2025-10-13,61,51,0,0,92,153,6,0
